,chrome_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rms,zero_crossing_rate,Emotion
0,0.51579475,5154.836068715261,4772.61662923722,9764.977810650887,0.0022698427,0.06021605723002959,04
0,0.5807022,4894.521322391716,4742.060181440344,9310.35447761194,0.002349039,0.03878556436567164,04
0,0.5417518,4767.027873778705,4880.719564515393,9468.190298507463,0.004061058,0.05579670009328358,04
0,0.57532644,4700.382921774561,4963.165634171696,9658.367846385541,0.0038388933,0.06325595350150602,04
0,0.469792,5085.372756963827,4915.195986302523,9970.471398305084,0.011160112,0.07697188382768362,04
0,0.44761258,5088.672705001538,5059.3492199085385,10350.130208333334,0.016533373,0.08111979166666666,04
0,0.51007074,4084.2668589001614,4672.647727304364,8542.537384969326,0.018764893,0.06218845858895705,04
0,0.45076036,3347.626004616809,3579.9405503395146,6063.375538793103,0.01651671,0.042501515355603446,04
0,0.5587924,5470.014224119234,5320.017984028365,11139.045877659575,0.0022536593,0.09574468085106383,05
0,0.49704617,4497.044091910002,4710.7186785207805,9171.54777486911,0.008426247,0.08919313440772252,05
0,0.4751809,4787.855518463969,4537.06594980542,9247.767857142857,0.006698304,0.10294938287815127,05
0,0.47678414,4466.701534291269,4534.523293003845,8966.927083333334,0.0107639935,0.09723307291666666,05
0,0.48452407,4557.534129582746,4403.34613776519,8854.948547215496,0.053007815,0.09269304252421308,05
0,0.47637048,4367.317695132101,4401.40019597147,8334.953843825666,0.04904661,0.0871883512409201,05
0,0.49388796,4526.928998390414,4465.344728847095,8977.151381909547,0.045981023,0.09324822353957286,05
0,0.46589255,4721.259897507567,4510.302075327523,8990.41445035461,0.06310663,0.09872862182328605,05
0,0.5309901,5487.569093776057,5124.030252135502,10968.816773504273,0.003852657,0.07543041087962964,06
0,0.46770096,4553.646451572626,4849.063541527845,9688.802083333334,0.006965771,0.07514105902777778,06
0,0.49303982,5306.150520265815,5029.857129551186,10621.960486322188,0.008343131,0.07598635780775076,06
0,0.52232766,4894.156782093941,4559.576246505718,9008.175872093023,0.006995574,0.06795707018272425,06
0,0.5426004,3738.7742691424705,4373.433980488357,7795.1612903225805,0.025211597,0.05708952872983871,06
0,0.39696974,4049.3212055211475,4359.740962164245,8334.464651639344,0.04302572,0.07864930199795082,06
0,0.49559924,4189.226121303002,4512.925862857742,8572.001008064517,0.02758255,0.07135049143145161,06
0,0.43678224,3896.549469609654,4013.5001000298257,7482.6577012383905,0.035824984,0.08479464976780186,06
0,0.51357365,5059.046804356841,4963.612866631122,10263.646108179419,0.004934747,0.09326429543205805,07
0,0.5261253,5451.147792781747,5227.349612773496,11047.105395442359,0.0034652997,0.07575297419571046,07
0,0.550701,6007.4326540934235,5594.567462750733,12408.83875739645,0.0036873051,0.0961986293454142,07
0,0.49419138,5393.5574723082555,4890.072951694332,10470.20656779661,0.0062955967,0.10771291269420905,07
0,0.5358823,5387.34193320871,5452.808699559788,11663.961038961039,0.00432397,0.0989460734577922,07
0,0.49481386,4917.9563900521625,5046.335432480931,10416.35551948052,0.0045081503,0.09640320616883116,07
0,0.48276356,5177.78497837149,5042.1325694190455,10611.9140625,0.0081651015,0.09138861762152778,07
0,0.4900216,5051.633719874966,4752.53112280726,9909.818412162162,0.013410182,0.10722260346283784,07
0,0.43780744,4460.289476121431,4240.547222333215,8809.5703125,0.006414417,0.05934544613486842,08
0,0.5613388,5830.005659357784,5282.271942016163,11587.025316455696,0.0071923477,0.0594482421875,08
0,0.5197234,5981.762017482774,5007.095987199965,11531.56146179402,0.005809971,0.07254950944767442,08
0,0.4339768,4396.071710118938,4025.4416228545088,8531.529850746268,0.009165791,0.0695370802238806,08
0,0.5116475,5384.293849022451,4947.47404838179,10622.760586319218,0.01289539,0.07094551608306189,08
0,0.4504223,4751.395860901767,4401.377071222031,9384.222448224851,0.015995296,0.06647125785872782,08
0,0.46728045,4966.207246720939,4426.066675072159,9660.66679331307,0.016429735,0.06434775123480244,08
0,0.4880697,5481.991061941952,4666.455511059846,10429.6875,0.009995703,0.06520642732319079,08
0,0.409566,5005.760328606421,4187.353900925222,9251.310483870968,0.0023342986,0.049154170866935486,01
0,0.39066532,4821.836275732339,4225.033147775414,9123.34355221519,0.0026024606,0.05197723002373418,01
0,0.3637531,4168.646885131613,3666.8109240639624,7792.472516286645,0.002500966,0.04923688161644951,01
0,0.37306127,4229.363714638478,3631.7710272247364,7859.272203947368,0.002098943,0.05263157894736842,01
0,0.40833375,4461.636371352347,4342.073757557351,8847.95168067227,0.002631656,0.0594171262254902,02
0,0.40844,4406.057782432921,4323.2940580376,8658.92094017094,0.0028494976,0.055406706285612534,02
0,0.3659465,3828.9625098121733,3741.2505060884832,7382.949963343109,0.003873695,0.05764296187683284,02
0,0.43497765,5198.409452955193,4827.72190558922,9990.53171641791,0.0026499147,0.0876953125,02
0,0.35479495,3843.479212827788,3853.600870953405,7341.089979892761,0.002521605,0.04683180085455764,02
0,0.46392003,5339.472993260061,5136.663522625419,10527.50787815126,0.0025773707,0.09206221551120448,02
0,0.3915143,4369.752202486116,4237.759232667797,8078.321953781513,0.0031762503,0.08508813681722689,02
0,0.47603276,5674.900084477964,4833.033289292299,10409.898581794196,0.0028001682,0.06372392397757255,02
0,0.36737096,3927.153336484184,3597.1528525252797,7510.400835866261,0.0042314455,0.048319065824468085,03
0,0.48925713,5924.962152603259,4828.8921288443,11163.733057228916,0.006320261,0.05858051346009036,03
0,0.47434205,5684.37434797004,4534.174190840846,10498.43275075988,0.005259467,0.07044755651595745,03
0,0.51627755,6083.093834492685,4813.964588214561,11238.172407120743,0.0067980173,0.058543863680340556,03
0,0.39775032,4874.449817772416,4328.896988970262,9372.546487603306,0.013023684,0.0715352208161157,03
0,0.3446403,4386.6844896627545,3919.2234018682066,8519.706156716418,0.017028227,0.07622288945895522,03
0,0.40181598,5354.872638262143,4180.917510389509,9658.33025147929,0.015281268,0.08324184079142012,03
0,0.4765402,6176.741405189492,5133.641676804962,11511.586334745763,0.023823109,0.10430459922316385,03
0,0.54127514,6984.396122793735,5676.631717004749,13110.759493670887,0.0023256068,0.06565374060522151,04
0,0.410429,4804.599452707042,4379.906705807961,9349.21875,0.0069003813,0.07176055908203124,04
0,0.40237057,4878.5627558125725,4122.323780501659,9070.820433436533,0.007593324,0.08486116486068111,04
0,0.44149253,5930.616841133731,4568.154807665191,10706.048696319018,0.006977639,0.08525450536809816,04
0,0.3907434,4969.699139885434,4180.278523105561,9243.342391304348,0.012156547,0.07958701313405797,04
0,0.4759225,6330.127871559129,5466.762345774361,12365.797139830509,0.014789522,0.08277056850282485,04
0,0.418413,5707.624784523828,4412.568848400687,10265.293961864407,0.02862252,0.09677072298728813,04
0,0.45646033,6042.723927152924,4685.07569018554,10976.363877118643,0.019695265,0.099023161634887,04
0,0.4194684,4850.116738170562,4208.027807122795,9083.984375,0.007344024,0.06976528825431035,05
0,0.38664326,4781.430799536823,4086.5764052705817,8877.611871301775,0.009499144,0.06292327339127218,05
0,0.40185228,5171.745303446318,4184.561000026026,9437.188458588957,0.010964017,0.0911842767446319,05
0,0.52338463,6665.537706952469,5092.982194998042,12030.448717948719,0.0076791355,0.08272958956552706,05
0,0.37617037,4420.272614519217,4046.8908719274764,8728.681144067798,0.034486156,0.08793200476694915,05
0,0.3881452,4760.159330827314,4163.671240165608,9118.47882231405,0.0261381,0.08342480199724518,05
0,0.4752141,6544.226658687476,5264.2547602231625,12382.408405172413,0.03825139,0.13943937455100575,05
0,0.44171548,6188.320835241771,4789.04137056595,11309.635416666666,0.025705583,0.10625949435763889,05
0,0.38471583,4772.5801601316325,4177.375800570363,9176.764112903225,0.008019922,0.0804750504032258,06
0,0.4215153,5305.751916963681,4369.118578722282,9921.078330592105,0.009617506,0.07798044305098684,06
0,0.36459294,4649.191444638962,4063.3940711813325,8791.363113496933,0.010200057,0.08270975124616564,06
0,0.36028096,4515.962906373392,3888.104116491613,8450.440950920245,0.009761918,0.08137371788726994,06
0,0.33520195,4795.754388942232,4159.897207255634,9299.87331081081,0.022718275,0.11102591849662162,06
0,0.40919176,5289.263371387435,4431.700148627339,9960.3515625,0.023801947,0.0898223876953125,06
0,0.36553276,4440.944950681666,3944.461905323148,8522.096893491123,0.031143807,0.08421262481508876,06
0,0.50127083,6463.25793218298,5180.4378320220385,12092.140858208955,0.03141323,0.09248192630597014,06
0,0.34172332,3992.2949074353137,3856.5239748212184,7911.3089139344265,0.0049165944,0.06460921490778689,07
0,0.42905352,4877.141603955888,4536.01443258953,9407.530737704918,0.0056398525,0.06814058230874318,07
0,0.4522258,6316.170503373126,4938.125860480709,11457.163665254237,0.00813454,0.08107123940677965,07
0,0.5033791,6918.807048568829,5559.057859907764,12949.645483193277,0.00898,0.0974592962184874,07
0,0.36644727,4534.373586211532,4093.5126075440626,8613.156582446809,0.014825466,0.06340773562167554,07
0,0.42738461,5219.83476296311,4708.515949831774,10046.648251978891,0.011451569,0.07194225140171503,07
0,0.4117028,5127.066641633774,4263.614106562641,9288.481404958678,0.009475043,0.0914525223829201,07
0,0.38639268,4783.309886417017,4024.5066374962807,8694.108952702703,0.012804449,0.09008261190878378,07
0,0.5341551,6422.180932291875,5269.210165921945,12114.566200657895,0.005946024,0.06565455386513158,08
0,0.4166852,5077.8306127281,4225.945431854999,9403.978634185303,0.008166057,0.05914599141373802,08
0,0.41667157,5207.359120321586,4299.534600114018,9507.102272727272,0.010021537,0.08874404325513197,08
0,0.41180223,4943.0298478791965,4242.661118434001,9241.994001547988,0.010060891,0.07617338670665634,08
0,0.3454329,4454.490337330496,4038.9720890554813,8689.402173913044,0.018570868,0.07447492074275362,08
0,0.42645207,5388.291809101642,4615.013402988672,10303.61473880597,0.016072948,0.07477990904850747,08
0,0.38864505,5134.151568004566,4405.18976977144,9821.606595092024,0.018525237,0.0789787432898773,08
0,0.35925108,4597.655208829501,4095.3180177926174,8980.939382530121,0.02209026,0.07667192206325302,08
0,0.60276866,6368.380140144428,5755.409710324616,12467.22448224852,0.0013985182,0.06171123798076923,01
0,0.5520345,6329.102201690029,5718.086867978535,12319.39607771261,0.0011632121,0.06302551090542521,01
0,0.5454227,6327.695879189604,5584.339584532917,12270.13530927835,0.002031557,0.06303358569587629,01
0,0.6106334,6581.802581532645,5647.8579436177815,12591.97022928994,0.0016613568,0.07005246856508876,01
0,0.61060274,6004.931634687996,5560.348166754963,11501.566622691293,0.0010454286,0.05542314272757256,02
0,0.63769835,6435.738350128407,5836.919191563737,12446.286525974027,0.00066299166,0.06207893668831169,02
0,0.6140941,6172.733409032182,5568.957956431812,11800.116784793814,0.0010040936,0.06335071681701031,02
0,0.5885827,6143.506278916312,5285.392376324476,11349.521042713568,0.0017081987,0.0662492148241206,02
0,0.5948245,6028.567921559468,5620.298212838449,11574.754213483146,0.0009895726,0.07235121137640449,02
0,0.664376,6801.1547563206295,6209.2928367579,13588.320035460993,0.00047081118,0.06912931257387707,02
0,0.5873319,5785.4660932208635,5409.763734237255,11429.495675223214,0.0008337889,0.061870029994419644,02
0,0.62442714,6576.410325272721,5916.596371875796,12987.217667079209,0.00066689734,0.06190536045792079,02
0,0.5774772,6025.997369997226,5527.889978063152,11867.603058510638,0.0022507808,0.06494140625,03
0,0.6289918,6416.470850483505,5497.028294632214,12255.962171052632,0.0028805106,0.06154592413651316,03
0,0.6256612,6870.941997226864,5725.722538289274,13024.426424050633,0.0022681956,0.07133696350870253,03
0,0.56122774,5547.3931746486,5160.064633633673,10870.233050847457,0.004534536,0.06297172934322035,03
0,0.53051347,5904.068834751609,5485.480003077559,11562.177835051547,0.003550492,0.07273125402706186,03
0,0.52654517,5511.139504515571,5196.70397327292,10838.842975206611,0.008705862,0.06174269326790634,03
0,0.50312704,5043.544600798089,5013.256960746763,10112.033099112426,0.008238145,0.06924059264053255,03
0,0.5496821,5970.18805390699,5323.827645787897,11551.0986328125,0.007791697,0.07042694091796875,03
0,0.6953528,6563.298949893989,6092.573435290241,13094.538884364822,0.000703098,0.050598343342833876,04
0,0.5913195,6334.737292826932,5872.603684678143,12616.866752199414,0.0007037572,0.06156496288489736,04
0,0.6417512,6840.365139518562,6058.94489476243,13392.31636597938,0.0007707262,0.05805680841924399,04
0,0.6374415,6179.8811469737575,5859.182069085545,12330.616918103447,0.0008642061,0.06398027792744253,04
0,0.61974823,6502.005258013637,5943.811014393741,12940.253200301206,0.0011346022,0.06918298192771084,04
0,0.60446554,6519.336492774722,5977.379152825041,13069.956229641693,0.000882326,0.06473464220276873,04
0,0.61806357,6657.680066283978,6018.260847911404,13463.965798045603,0.0012600583,0.07878823544381107,04
0,0.53729653,6714.04938151717,5912.245682311614,13191.816737288136,0.0011561689,0.05685248940677966,04
0,0.52695006,5791.790218016995,5195.901890932414,11145.209194214876,0.010272304,0.06582515495867769,05
0,0.5677504,5861.420518820162,5388.834653346294,11506.69642857143,0.009094225,0.06871088279061624,05
0,0.5195019,5391.6890583754575,5058.300560353927,10178.317244764397,0.0033710825,0.06734318758180628,05
0,0.50742716,5440.853430468275,5066.200962967753,10551.471700968523,0.005515975,0.07399175242130751,05
0,0.5227993,6066.974754987421,5373.0492145309345,11767.08984375,0.03685875,0.08556060791015625,05
0,0.56060135,5316.344653049951,5365.043655730381,11102.028917910447,0.03413958,0.07645318330223881,05
0,0.54115564,6062.699879936579,5463.499909183079,12018.832478005865,0.05289701,0.07942803793988269,05
0,0.50016135,5968.927955375586,5347.910433718375,11601.493768328446,0.058674794,0.08246655058651027,05
0,0.564475,6472.945026018182,5868.038141628912,13045.709745762711,0.0029833484,0.06361394332627118,06
0,0.5782453,6704.479355569332,5844.491329056971,13218.304984177215,0.0026359544,0.07416930379746836,06
0,0.60692215,6750.464039302126,5919.423155104475,13310.911016949152,0.0020705338,0.0563575873940678,06
0,0.53815997,6425.604860872092,5834.475287063691,12870.279947916666,0.0045111063,0.061106363932291664,06
